dataset_case,method,noise,seed,accuracy,neighbor_overlap,embed_time_sec,pipeline_time_sec,ambient_dim,embed_dim,accuracy_pct,neighbor_overlap_pct,embed_time_ms,pipeline_time_ms
holes,lle,0.0,1,0.8633333333333333,0.27133333333333337,0.05840945800082409,0.12874274999921909,30,2,86.33333333333333,27.133333333333336,58.40945800082409,128.7427499992191
holes,lle,0.0,2,0.9,0.16791666666666666,0.05769191699982912,0.13018995899983565,30,2,90.0,16.791666666666664,57.69191699982912,130.18995899983565
holes,lle,0.1,0,0.9,0.17125,0.057856458999594906,0.1296213750010793,30,2,90.0,17.125,57.856458999594906,129.6213750010793
holes,lle,0.1,1,0.9333333333333333,0.2734166666666667,0.058095667000088724,0.12995650000084424,30,2,93.33333333333333,27.34166666666667,58.095667000088724,129.95650000084424
holes,lle,0.1,2,0.9433333333333334,0.22433333333333338,0.05734466700050689,0.12859862500044983,30,2,94.33333333333334,22.433333333333337,57.34466700050689,128.59862500044983
holes,lle,0.2,0,0.96,0.17175,0.05857770799957507,0.12879045799854794,30,2,96.0,17.175,58.57770799957507,128.79045799854794
holes,lle,0.2,1,0.9666666666666667,0.15225000000000002,0.0584220410000853,0.1301698329989449,30,2,96.66666666666667,15.225000000000003,58.4220410000853,130.1698329989449
holes,lle,0.2,2,0.8966666666666666,0.22358333333333336,0.05808437499945285,0.12829708299977938,30,2,89.66666666666666,22.358333333333334,58.08437499945285,128.29708299977938
holes,lle,0.35,0,0.95,0.18683333333333335,0.05772495900055219,0.12947445800091373,30,2,95.0,18.683333333333334,57.72495900055219,129.47445800091373
holes,lle,0.35,1,0.9366666666666666,0.18408333333333335,0.0588360419988021,0.13005429199984064,30,2,93.66666666666667,18.408333333333335,58.8360419988021,130.05429199984064
holes,lle,0.35,2,0.9333333333333333,0.15941666666666668,0.05795550000038929,0.13109745799920347,30,2,93.33333333333333,15.941666666666668,57.95550000038929,131.09745799920347
two_manifold,raw_knn,0.0,0,0.8766666666666667,,,0.0012142499999754364,30,2,87.66666666666667,,,1.2142499999754364
two_manifold,raw_knn,0.0,1,0.9033333333333333,,,0.0012464169994927943,30,2,90.33333333333333,,,1.2464169994927943
